# D<pt^2>_Ne^K+(GeV^2)  Value	Stat. error	Sys. uncertainty 
1.4	0.0001	0.0039	0.0037
2.5	0.0080	0.0063	0.0042
3.9	0.0165	0.0074	0.0104
6.5	0.0192	0.0138	0.0085

