# D<pt^2>_Xe^pi+(GeV^2)  Value	Stat. error	Sys. uncertainty 
0.059	0.0181	0.0020	0.0027
0.131	0.0246	0.0027	0.0032
0.254	0.0300	0.0063	0.0035
0.422	0.0468	0.0274	0.0108

