# D<pt^2>_Kr^pi+(GeV^2)  Value	Stat. error	Sys. uncertainty 
0.059	0.0116	0.0015	0.0026
0.131	0.0213	0.0021	0.0031
0.254	0.0202	0.0047	0.0031
0.422	-0.0007	0.0192	0.0072



