# D<pt^2>_Xe^pi-(GeV^2)  Value	Stat. error	Sys. uncertainty 
0.059	0.0185	0.0021	0.0020
0.131	0.0249	0.0028	0.0013
0.254	0.0296	0.0066	0.0046
0.422	0.0050	0.0303	0.0148
