# D<pt^2>_Ne^K+(GeV^2)  Value	Stat. error	Sys. uncertainty 
8	0.0166	0.0085	0.0046
11.9	0.0072	0.0065	0.0044
14.7	-0.0019	0.0101	0.0065
18.5	0.0059	0.0059	0.0051
