# D<pt^2>_Kr^pi-(GeV^2)  Value	Stat. error	Sys. uncertainty 
8	0.0144	0.0035	0.0018
11.9	0.0163	0.0028	0.0016
14.7	0.0097	0.0042	0.0024
18.5	0.0135	0.0021	0.0028

