# D<pt^2>_Ne^pi-(GeV^2)  Value	Stat. error	Sys. uncertainty 
8	0.0091	0.0031	0.0017
11.9	0.0059	0.0025	0.0015
14.7	0.0036	0.0038	0.0022
18.5	0.0051	0.0019	0.0025
