# D<pt^2>_Xe^K+(GeV^2)  Value	Stat. error	Sys. uncertainty 
8	0.0320	0.0140	0.0057
11.9	0.0254	0.0098	0.0049
14.7	0.0250	0.0144	0.0079
18.5	0.0287	0.0081	0.0063

