# D<pt^2>_He^K+(GeV^2)  Value	Stat. error	Sys. uncertainty 
8	0.0020	0.0144	0.0056
11.9	-0.0034	0.0112	0.0059
14.7	-0.0202	0.0170	0.0081
18.5	-0.0010	0.0105	0.0061
