# D<pt^2>_Ne^pi+(GeV^2)  Value	Stat. error	Sys. uncertainty 
0.32	0.0064	0.0013	0.0008
0.53	0.0067	0.0022	0.0019
0.75	-0.0088	0.0044	0.0069
0.94	-0.0131	0.0073	0.0103
