# D<pt^2>_He^pi-(GeV^2)  Value	Stat. error	Sys. uncertainty 
0.32	0.0017	0.0023	0.0009
0.53	0.0017	0.0041	0.0030
0.75	-0.0121	0.0085	0.0063
0.94	-0.0049	0.0141	0.0083
