# D<pt^2>_Xe^pi-(GeV^2)  Value	Stat. error	Sys. uncertainty 
0.32	0.0251	0.0021	0.0012
0.53	0.0281	0.0035	0.0032
0.75	0.0104	0.0073	0.0059
0.94	-0.0053	0.0118	0.0068

