# D<pt^2>_Kr^K+(GeV^2)  Value	Stat. error	Sys. uncertainty 
0.32	0.0289	0.0043	0.0029
0.53	0.0256	0.0062	0.0038
0.75	0.0228	0.0123	0.0084
0.94	-0.0273	0.0216	0.0279
