# D<pt^2>_Kr^pi+(GeV^2)  Value	Stat. error	Sys. uncertainty 
0.32	0.0205	0.0015	0.0011
0.53	0.0228	0.0025	0.0023
0.75	0.0012	0.0051	0.0066
0.94	0.0021	0.0090	0.0095

