# zl, zh <z> <nu> <Q2> <pt2>
0.1  0.2 0.155 18.358 2.463 0.104
0.2  0.3 0.247 15.953 2.623 0.164
0.3  0.4 0.345 14.796 2.655 0.219
0.4  0.5 0.446 14.315 2.635 0.260
0.5  0.6 0.546 13.963 2.585 0.284
0.6  0.7 0.646 13.637 2.500 0.286
0.7  0.8 0.746 12.824 2.392 0.246
0.8  0.9 0.845 11.841 2.252 0.192
0.9  1.3 0.952 10.742 2.258 0.156
